,daily_return,volatility,ma5,ma20,rsi,mean_sentiment_raw,mean_sentiment_ma3,mean_sentiment_momentum,sentiment_std_raw,sentiment_count_raw,day_of_week,month,is_month_end
2002-08-13,0.00411522633744843,0.039854690711787794,12.129999999999999,11.432500000000001,80.35714285714288,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,8,0
2002-08-14,0.0,0.039854690711787794,12.16,11.4175,91.83673469387757,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,8,0
2002-08-15,-0.008196721311475419,0.03738774270881254,12.16,11.435,88.23529411764709,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,8,0
2002-08-16,0.004132231404958775,0.027313716070993307,12.16,11.5175,81.81818181818187,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,8,0
2002-08-19,-0.04115226337448563,0.02831861215646973,12.059999999999999,11.59,54.285714285714306,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,8,0
2002-08-20,-0.0042918454935623185,0.028390922321535946,11.940000000000001,11.66,34.6153846153846,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,8,0
2002-08-21,0.012931034482758674,0.027936338034409924,11.85,11.7225,47.99999999999997,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,8,0
2002-08-22,-0.06382978723404253,0.03087402424132784,11.63,11.764999999999999,29.999999999999986,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,8,0
2002-08-23,0.009090909090909038,0.03087159746139269,11.419999999999998,11.8125,31.707317073170742,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,8,0
2002-08-26,-0.02072072072072073,0.02322744653543584,11.264,11.800999999999998,23.474178403755857,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,8,0
2002-08-27,-0.03311867525298984,0.022596133005657423,11.046000000000001,11.7515,18.44262295081964,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,8,0
2002-08-28,-0.039010466222645146,0.020890881522808328,10.716,11.6565,14.285714285714292,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,8,0
2002-08-29,0.00990099009900991,0.02117817007572776,10.556000000000001,11.5765,15.789473684210492,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,8,0
2002-08-30,-0.019607843137254832,0.02128866294125574,10.336,11.4865,14.754098360655732,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,8,0
2002-09-03,-0.010000000000000009,0.021094349910162496,10.142,11.389,12.90322580645163,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,9,0
2002-09-04,-0.06060606060606055,0.023417683553971627,9.9,11.254000000000001,10.810810810810821,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,9,0
2002-09-05,0.0,0.023280715733102076,9.74,11.116499999999998,11.111111111111128,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,9,0
2002-09-06,0.04301075268817178,0.026192271628703852,9.64,10.996500000000001,18.987341772151865,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,9,0
2002-09-09,0.01030927835051565,0.026411393548363252,9.6,10.879,23.94366197183099,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,9,0
2002-09-10,0.010204081632652962,0.026718669739073646,9.6,10.766499999999999,26.388888888888886,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,9,0
2002-09-11,0.015151515151515138,0.02713285099158384,9.75,10.659,26.388888888888886,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,9,0
2002-09-12,-0.014925373134328401,0.027069063803748582,9.870000000000001,10.544,31.66666666666667,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,9,0
2002-09-13,0.004040404040403844,0.027250529594700628,9.918000000000001,10.436,30.272108843537396,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,9,0
2002-09-16,0.006036217303823088,0.027303656787754368,9.958000000000002,10.328500000000002,34.296028880866416,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,9,0
2002-09-17,-0.010000000000000009,0.026261373717447713,9.958,10.241,37.84860557768925,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,9,0
2002-09-18,-0.003030303030303161,0.02627168510297215,9.922,10.1545,44.60093896713614,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,9,0
2002-09-19,-0.007092198581560183,0.02582141315907605,9.902000000000001,10.057,40.476190476190496,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,9,0
2002-09-20,-0.04081632653061229,0.023657979851384684,9.794,9.977,36.95652173913044,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,9,0
2002-09-23,0.03191489361702127,0.025014975524726733,9.733999999999998,9.907,45.99999999999998,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,9,0
2002-09-24,-0.030927835051546282,0.025422934231391657,9.634,9.8335,52.272727272727266,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,9,0
2002-09-25,0.02127659574468077,0.025383199361569634,9.58,9.788,56.24999999999998,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,9,0
2002-09-26,0.01041666666666674,0.024194827908331693,9.559999999999999,9.767999999999999,50.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,9,0
2002-09-27,-0.021649484536082397,0.024423546143386255,9.578,9.7325,42.98642533936649,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,9,0
2002-09-30,-0.01475237091675452,0.024276757386982456,9.508,9.7,37.77777777777774,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,9,1
2002-10-01,0.016042780748663166,0.024582110732974925,9.528,9.68,37.77777777777774,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,10,0
2002-10-02,-0.0031578947368420263,0.020334743736248582,9.502,9.6885,39.90610328638496,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,10,0
2002-10-03,0.008447729672650395,0.0203982736075806,9.472,9.701,41.01382488479264,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,10,0
2002-10-04,0.0,0.017909802840562324,9.484,9.6935,39.33649289099526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,10,0
2002-10-07,-0.005235602094240899,0.017746843592535477,9.514000000000001,9.678500000000001,40.29126213592231,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,10,0
2002-10-08,-0.02631578947368418,0.018358002909579365,9.464000000000002,9.646,36.403508771929815,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,10,0
2002-10-09,-0.027027027027026973,0.018556990053391637,9.370000000000001,9.5935,33.73983739837395,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,10,0
2002-10-10,0.0,0.018450939661029564,9.26,9.5485,40.29126213592231,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,10,0
2002-10-11,0.0,0.018373410935855785,9.15,9.5015,30.11363636363636,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,10,0
2002-10-14,-0.0011111111111110628,0.01822055720422836,9.048,9.450999999999999,36.05442176870746,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,10,0
2002-10-15,-0.03781979977753058,0.019618511107024804,8.928,9.3885,20.49689440993791,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,10,0
2002-10-16,-0.034682080924855585,0.0205737226672467,8.797999999999998,9.3125,12.707182320442016,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,10,0
2002-10-17,-0.0119760479041916,0.020589803248916776,8.648,9.235,13.529411764705898,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,10,0
2002-10-18,0.0,0.019178857210499237,8.498,9.177499999999998,14.743589743589766,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,10,0
2002-10-21,-0.024242424242424176,0.017304530172915104,8.31,9.095,4.968944099378888,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,10,0
2002-10-22,-0.006211180124223725,0.016531624854888446,8.180000000000001,9.025,4.907975460122714,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,10,0
2002-10-23,-0.025000000000000022,0.015435215340053298,8.07,8.935,0.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,10,0
2002-10-24,-0.07051282051282048,0.019747841105122437,7.87,8.812500000000002,0.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,10,0
2002-10-25,-0.006896551724137945,0.019732827821341288,7.660000000000001,8.698,0.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,10,0
2002-10-28,-0.02777777777777779,0.01998884219796277,7.45,8.5805,0.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,10,0
2002-10-29,0.1071428571428572,0.03323065097234125,7.4,8.493,27.272727272727266,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,10,0
2002-10-30,-0.02580645161290329,0.033384440997894095,7.35,8.397000000000002,25.423728813559322,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,10,0
2002-10-31,-0.0066225165562913135,0.033097136549419134,7.4,8.294500000000001,25.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,10,1
2002-11-01,0.0,0.033097136549419134,7.459999999999999,8.192,25.083612040133787,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,11,0
2002-11-04,0.0,0.03316995678892801,7.56,8.092,28.30188679245282,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,11,0
2002-11-05,0.0,0.033062350425702235,7.51,8.0045,31.914893617021278,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,11,0
2002-11-06,0.013333333333333197,0.03319516244089557,7.5200000000000005,7.9345,36.17021276595744,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,11,0
2002-11-07,-0.013157894736842035,0.03316053147104222,7.5200000000000005,7.8595,34.69387755102041,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,11,0
2002-11-08,0.0,0.03316053147104222,7.5200000000000005,7.7844999999999995,37.777777777777764,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,11,0
2002-11-11,0.053333333333333455,0.035924372134937176,7.6,7.730000000000001,48.07692307692308,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,11,0
2002-11-12,0.0,0.03513949199040342,7.68,7.6925,52.08333333333334,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,11,0
2002-11-13,0.06075949367088618,0.0371689064961938,7.836,7.694,74.24892703862662,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,11,0
2002-11-14,0.008353221957040358,0.03707846705159876,8.026,7.704000000000001,76.59574468085106,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,11,0
2002-11-15,-0.005917159763313529,0.03711746403676219,8.206,7.711500000000001,81.81818181818187,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,11,0
2002-11-18,0.011904761904761862,0.03667342505298749,8.326,7.734,74.19354838709683,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,11,0
2002-11-19,-0.027058823529411802,0.037251106715083866,8.4,7.7475,72.7848101265823,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,11,0
2002-11-20,0.01571946795646917,0.03679017952802898,8.404,7.777499999999999,77.1084337349398,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,11,0
2002-11-21,0.0,0.03235017426301426,8.394,7.834999999999999,77.1084337349398,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,11,0
2002-11-22,0.0,0.03222103922589278,8.394,7.8950000000000005,77.1084337349398,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,11,0
2002-11-25,0.0,0.031169654164394923,8.373999999999999,7.965000000000001,77.1084337349398,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,11,0
2002-11-26,0.1071428571428572,0.031169654164394923,8.580000000000002,8.0425,84.55284552845532,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,11,0
2002-11-27,0.07526881720430101,0.03325145920237818,8.9,8.165,90.8496732026144,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,11,0
2002-11-29,0.0,0.033060870411120186,9.22,8.29,90.8496732026144,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,11,0
2002-12-02,0.015000000000000124,0.0328726648414331,9.57,8.4225,90.03558718861211,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,12,0
2002-12-03,0.0,0.0328726648414331,9.92,8.555,90.03558718861211,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,12,0
2002-12-04,-0.009852216748768461,0.033193114054603894,10.07,8.6825,84.3621399176955,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,12,0
2002-12-05,0.04477611940298498,0.03383636811502965,10.17,8.827499999999999,86.47686832740216,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,12,0
2002-12-06,0.01904761904761898,0.03309311981050254,10.309999999999999,8.9875,88.85135135135134,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,12,0
2002-12-09,-0.02336448598130836,0.034172526638720675,10.370000000000001,9.135,81.35048231511253,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,12,0
2002-12-10,0.014354066985645897,0.0331013760021389,10.459999999999999,9.27,88.44884488448847,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,12,0
2002-12-11,0.0,0.0331013760021389,10.569999999999999,9.405000000000001,87.93103448275863,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,12,0
2002-12-12,0.04716981132075482,0.03224771542650251,10.69,9.541,89.70588235294119,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,12,0
2002-12-13,-0.009009009009009028,0.03265660501883164,10.75,9.6685,87.14285714285715,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,12,0
2002-12-16,0.00454545454545463,0.03240767136867651,10.87,9.800999999999998,87.32394366197185,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,12,0
2002-12-17,-0.0036199095022625416,0.032652612801350824,10.952000000000002,9.9265,81.78438661710035,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,12,0
2002-12-18,0.0036330608537693543,0.031340691955629156,11.042,10.0655,75.86206896551724,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,12,0
2002-12-19,0.0,0.031519370511004,11.032,10.198,75.86206896551724,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,12,0
2002-12-20,-0.04977375565610864,0.03452574167210316,10.932,10.303,57.201646090534965,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,12,0
2002-12-23,0.028571428571428692,0.0346042906952806,10.882,10.423,61.9047619047619,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,12,0
2002-12-24,0.0,0.0346042906952806,10.84,10.543,64.25855513307982,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,12,0
2002-12-26,-0.02777777777777779,0.027809440552061568,10.73,10.603,50.0,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,12,0
2002-12-27,0.0,0.02261346384705846,10.620000000000001,10.628,45.61403508771932,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,12,0
2002-12-30,0.0019047619047618536,0.022605570179107384,10.623999999999999,10.654,51.707317073170735,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,12,0
2002-12-31,-0.049429657794676785,0.02521300675524442,10.464,10.6465,37.60330578512399,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,12,1
2003-01-02,0.02499999999999991,0.025847762509042846,10.354,10.6515,43.44569288389514,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,1,0
2003-01-03,0.0,0.02572749272965186,10.303999999999998,10.6615,30.414746543778847,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,1,0
2003-01-06,0.014634146341463428,0.02386194604123748,10.284,10.656500000000001,36.48648648648651,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,1,0
2003-01-07,-0.009615384615384581,0.023502776638141966,10.24,10.6365,33.48017621145377,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,1,0
2003-01-08,-0.009708737864077777,0.02303204390683203,10.280000000000001,10.624,32.61802575107298,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,1,0
2003-01-09,-0.06862745098039214,0.02722203435414453,10.13,10.569,24.080267558528448,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,1,0
2003-01-10,-0.02631578947368418,0.027595715259536566,9.930000000000001,10.5015,22.22222222222223,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,1,0
2003-01-13,0.08216216216216221,0.03193968054718617,9.852,10.447,42.89855072463768,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,1,0
2003-01-14,-0.08099900099900104,0.03622349604550769,9.63184,10.356959999999999,29.791961219955553,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,1,0
2003-01-15,0.06531002695886623,0.03973329469422223,9.551839999999999,10.29446,39.03893370747107,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,1,0
2003-01-16,-0.005102040816326592,0.0397315106919318,9.60184,10.23146,41.302532702477045,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,1,0
2003-01-17,-0.02564102564102566,0.03992359989085601,9.651839999999998,10.153960000000001,39.03893370747107,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,1,0
2003-01-21,0.0,0.03992359989085601,9.54984,10.07646,38.770477364805366,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,1,0
2003-01-22,-0.015789473684210575,0.03870148343627494,9.58,10.01896,42.209224278454315,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,1,0
2003-01-23,-0.010695187165775333,0.0378925084482937,9.469999999999999,9.94146,37.56713745772828,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,1,0
2003-01-24,-0.005405405405405461,0.03785895593134018,9.36,9.86146,37.105806071323315,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,1,0
2003-01-27,0.009782608695652062,0.03772128207408792,9.318,9.80096,36.16512114866886,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,1,0
2003-01-28,-0.009687836383207693,0.03771012805703259,9.258,9.73596,36.25549780087964,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,1,0
2003-01-29,0.0,0.03769175056942126,9.228,9.66996,37.18474472011483,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,1,0
2003-01-30,-0.010869565217391242,0.036314721069062854,9.197999999999999,9.62496,43.942330991034645,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,1,0
2003-01-31,0.0,0.03568594775400769,9.177999999999999,9.56746,47.542272906016514,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,1,1
2003-02-03,0.0,0.03568594775400769,9.139999999999999,9.50996,30.1448769418747,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,2,0
2003-02-04,0.01098901098901095,0.035587801566231224,9.14,9.449959999999999,50.0253036437247,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,1,2,0
2003-02-05,-0.010869565217391242,0.035596519087959216,9.12,9.38996,17.592592592592553,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,2,2,0
2003-02-06,-0.00219780219780219,0.03559021423582451,9.116,9.33396,18.09523809523806,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,3,2,0
2003-02-07,0.012114537444933848,0.03245810198675779,9.134,9.318459999999998,32.96703296703291,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,4,2,0
2003-02-10,-0.020674646354733373,0.0322518575175791,9.114,9.305959999999999,27.272727272727224,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,2.0,0,2,0
