,open,high,low,close,volume,daily_return,log_return,volatility,ma5,ma20,rsi,mean_sentiment_raw,mean_sentiment_ma3,mean_sentiment_momentum,sentiment_std_raw,sentiment_std_ma3,sentiment_count_raw,sentiment_count_ma3,day_of_week,month,is_month_end
2002-07-01,15.0,15.0,15.0,15.0,1300,0.008666666666666822,0.008629326698054385,0.0585386933472403,14.825999999999999,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,0,7,0
2002-07-02,15.5,16.5,15.0,15.13,7000,0.008666666666666822,0.008629326698054385,0.0585386933472403,14.825999999999999,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,1,7,0
2002-07-03,14.0,16.0,14.0,15.0,10200,-0.008592200925313986,-0.008629326698054385,0.0585386933472403,14.825999999999999,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,2,7,0
2002-07-05,15.0,15.0,15.0,15.0,500,0.0,0.0,0.0585386933472403,14.825999999999999,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,4,7,0
2002-07-08,14.0,14.0,14.0,14.0,300,-0.06666666666666665,-0.06899287148695166,0.0585386933472403,14.825999999999999,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,0,7,0
2002-07-09,14.0,15.5,14.0,15.5,2300,0.1071428571428572,0.10178269430994247,0.0585386933472403,14.925999999999998,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,1,7,0
2002-07-10,13.75,15.5,13.75,15.5,500,0.0,0.0,0.0585386933472403,15.0,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,2,7,0
2002-07-11,15.5,15.5,15.5,15.5,0,0.0,0.0,0.0585386933472403,15.1,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,3,7,0
2002-07-12,15.0,15.0,15.0,15.0,100,-0.032258064516129004,-0.03278982282299081,0.0585386933472403,15.1,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,4,7,0
2002-07-15,14.75,14.75,12.5,12.75,42700,-0.15000000000000002,-0.16251892949777513,0.0585386933472403,14.85,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,0,7,0
2002-07-16,12.75,12.75,12.5,12.5,5900,-0.019607843137254943,-0.01980262729617932,0.0585386933472403,14.25,12.8965,21.00515463917526,0.013858999999999996,0.11038266666666667,0.28957099999999997,0.2753558658754159,0.18673464439382667,2.0,0.6666666666666666,1,7,0
